Row_Index,Column,Original_Value,New_Value
76290,Enacted_Date,26/02/2008,2008-02-26
76290,Effective_Date,01/06/2009,2009-06-01
76291,Enacted_Date,26/02/2008,2008-02-26
76291,Effective_Date,01/06/2009,2009-06-01
76292,Enacted_Date,26/02/2008,2008-02-26
76292,Effective_Date,01/06/2009,2009-06-01
76293,Enacted_Date,11/06/2013,2013-06-11
76293,Effective_Date,01/01/2014,2014-01-01
76294,Enacted_Date,08/11/2005,2005-11-08
76294,Effective_Date,08/12/2005,2005-12-08
76295,Enacted_Date,26/02/2008,2008-02-26
76295,Effective_Date,01/06/2009,2009-06-01
76296,Enacted_Date,17/05/2007,2007-05-17
76296,Effective_Date,01/02/2008,2008-02-01
76297,Enacted_Date,07/11/2006,2006-11-07
76297,Effective_Date,07/12/2006,2006-12-07
76298,Enacted_Date,23/05/1975,1975-05-23
76298,Effective_Date,01/09/1975,1975-09-01
76299,Enacted_Date,23/05/2003,2003-05-23
76299,Effective_Date,01/10/2003,2003-10-01
76300,Enacted_Date,15/04/2008,2008-04-15
76300,Effective_Date,01/07/2008,2008-07-01
76301,Enacted_Date,28/08/1997,1997-08-28
76301,Effective_Date,26/11/1997,1997-11-26
76302,Enacted_Date,26/02/2008,2008-02-26
76302,Effective_Date,01/06/2009,2009-06-01
76303,Enacted_Date,19/06/2003,2003-06-19
76303,Effective_Date,01/09/2003,2003-09-01
76304,Enacted_Date,18/05/2009,2009-05-18
76304,Effective_Date,05/07/2010,2010-07-05
76305,Enacted_Date,26/02/2008,2008-02-26
76305,Effective_Date,01/06/2009,2009-06-01
76306,Enacted_Date,25/04/2005,2005-04-25
76306,Effective_Date,01/08/2005,2005-08-01
76307,Enacted_Date,26/02/2008,2008-02-26
76307,Effective_Date,01/06/2009,2009-06-01
76308,Enacted_Date,26/06/2007,2007-06-26
76308,Effective_Date,01/01/2009,2009-01-01
76309,Enacted_Date,31/05/2002,2002-05-31
76309,Effective_Date,27/11/2002,2002-11-27
76310,Enacted_Date,26/02/2008,2008-02-26
76310,Effective_Date,01/06/2009,2009-06-01
76311,Enacted_Date,26/02/2008,2008-02-26
76311,Effective_Date,01/06/2009,2009-06-01
76312,Enacted_Date,22/03/1994,1994-03-22
76312,Effective_Date,01/01/1995,1995-01-01
76313,Enacted_Date,26/02/2008,2008-02-26
76313,Effective_Date,01/06/2009,2009-06-01
76314,Enacted_Date,26/02/2008,2008-02-26
76314,Effective_Date,01/06/2009,2009-06-01
76315,Enacted_Date,22/11/2011,2011-11-22
76315,Effective_Date,20/02/2012,2012-02-20
76316,Enacted_Date,26/02/2008,2008-02-26
76316,Effective_Date,01/06/2009,2009-06-01
76317,Enacted_Date,13/03/2007,2007-03-13
76317,Effective_Date,15/06/2007,2007-06-15
76318,Enacted_Date,26/02/2008,2008-02-26
76318,Effective_Date,01/06/2009,2009-06-01
76319,Enacted_Date,26/02/2008,2008-02-26
76319,Effective_Date,01/06/2009,2009-06-01
76320,Enacted_Date,15/04/2008,2008-04-15
76320,Effective_Date,01/07/2008,2008-07-01
76321,Enacted_Date,26/06/2007,2007-06-26
76321,Effective_Date,01/01/2009,2009-01-01
76322,Enacted_Date,26/02/2008,2008-02-26
76322,Effective_Date,01/06/2009,2009-06-01
76323,Enacted_Date,02/04/2004,2004-04-02
76323,Effective_Date,01/07/2004,2004-07-01
76324,Enacted_Date,26/02/2008,2008-02-26
76324,Effective_Date,01/06/2009,2009-06-01
76325,Enacted_Date,09/03/2009,2009-03-09
76325,Effective_Date,01/12/2009,2009-12-01
76326,Enacted_Date,11/06/1992,1992-06-11
76326,Effective_Date,31/12/1992,1992-12-31
76327,Enacted_Date,26/02/2008,2008-02-26
76327,Effective_Date,01/06/2009,2009-06-01
76328,Enacted_Date,26/06/2007,2007-06-26
76328,Effective_Date,01/01/2009,2009-01-01
76329,Enacted_Date,18/06/2004,2004-06-18
76329,Effective_Date,05/07/2004,2004-07-05
76330,Enacted_Date,26/02/2008,2008-02-26
76330,Effective_Date,01/06/2009,2009-06-01
76331,Enacted_Date,26/02/2008,2008-02-26
76331,Effective_Date,01/06/2009,2009-06-01
76332,Enacted_Date,02/11/2010,2010-11-02
76332,Effective_Date,10/11/2010,2010-11-10
76333,Enacted_Date,26/02/2008,2008-02-26
76333,Effective_Date,01/06/2009,2009-06-01
76334,Enacted_Date,21/10/2010,2010-10-21
76334,Effective_Date,19/01/2011,2011-01-19
76335,Enacted_Date,26/02/2008,2008-02-26
76335,Effective_Date,01/06/2009,2009-06-01
76336,Enacted_Date,29/09/2003,2003-09-29
76336,Effective_Date,03/12/2003,2003-12-03
76337,Enacted_Date,26/02/2008,2008-02-26
76337,Effective_Date,01/06/2009,2009-06-01
76338,Enacted_Date,08/06/2009,2009-06-08
76338,Effective_Date,11/09/2009,2009-09-11
76339,Enacted_Date,26/02/2008,2008-02-26
76339,Effective_Date,01/06/2009,2009-06-01
76340,Enacted_Date,13/06/2008,2008-06-13
76340,Effective_Date,11/09/2008,2008-09-11
76341,Enacted_Date,25/05/2005,2005-05-25
76341,Effective_Date,01/08/2005,2005-08-01
76342,Enacted_Date,18/12/2009,2009-12-18
76342,Effective_Date,01/05/2010,2010-05-01
76343,Enacted_Date,26/02/2008,2008-02-26
76343,Effective_Date,01/06/2009,2009-06-01
76344,Enacted_Date,26/02/2008,2008-02-26
76344,Effective_Date,01/06/2009,2009-06-01
76345,Enacted_Date,14/05/2007,2007-05-14
76345,Effective_Date,01/10/2007,2007-10-01
76346,Enacted_Date,26/03/2003,2003-03-26
76346,Effective_Date,24/07/2003,2003-07-24
76347,Enacted_Date,23/05/2003,2003-05-23
76347,Effective_Date,01/04/2004,2004-04-01
76348,Enacted_Date,10/05/2010,2010-05-10
76348,Effective_Date,10/05/2010,2010-05-10
76349,Enacted_Date,26/02/2008,2008-02-26
76349,Effective_Date,01/06/2009,2009-06-01
76350,Enacted_Date,26/02/2008,2008-02-26
76350,Effective_Date,01/06/2009,2009-06-01
76351,Enacted_Date,21/10/2010,2010-10-21
76351,Effective_Date,19/01/2011,2011-01-19
76352,Enacted_Date,28/06/1994,1994-06-28
76352,Effective_Date,28/06/1994,1994-06-28
76353,Enacted_Date,26/02/2008,2008-02-26
76353,Effective_Date,01/06/2009,2009-06-01
76354,Enacted_Date,26/02/2008,2008-02-26
76354,Effective_Date,01/06/2009,2009-06-01
76355,Enacted_Date,02/03/2006,2006-03-02
76355,Effective_Date,02/03/2007,2007-03-02
76356,Enacted_Date,26/02/2008,2008-02-26
76356,Effective_Date,01/06/2009,2009-06-01
76357,Enacted_Date,07/11/2006,2006-11-07
76357,Effective_Date,01/05/2007,2007-05-01
76358,Enacted_Date,31/01/2006,2006-01-31
76358,Effective_Date,01/01/2007,2007-01-01
76359,Enacted_Date,26/02/2008,2008-02-26
76359,Effective_Date,01/06/2009,2009-06-01
76360,Enacted_Date,26/02/2008,2008-02-26
76360,Effective_Date,01/06/2009,2009-06-01
76361,Enacted_Date,26/02/2008,2008-02-26
76361,Effective_Date,01/06/2009,2009-06-01
76362,Enacted_Date,17/07/2018,2018-07-17
76362,Effective_Date,01/10/2018,2018-10-01
76363,Enacted_Date,26/02/2008,2008-02-26
76363,Effective_Date,01/06/2009,2009-06-01
76364,Enacted_Date,30/06/2006,2006-06-30
76364,Effective_Date,01/01/2007,2007-01-01
76365,Enacted_Date,26/02/2008,2008-02-26
76365,Effective_Date,01/06/2009,2009-06-01
76366,Enacted_Date,26/02/2008,2008-02-26
76366,Effective_Date,01/06/2009,2009-06-01
76367,Enacted_Date,30/06/2006,2006-06-30
76367,Effective_Date,01/01/2007,2007-01-01
76368,Enacted_Date,24/06/2003,2003-06-24
76368,Effective_Date,01/01/2004,2004-01-01
76369,Enacted_Date,26/02/2008,2008-02-26
76369,Effective_Date,01/06/2009,2009-06-01
76370,Enacted_Date,04/02/2016,2016-02-04
76370,Effective_Date,01/01/2017,2017-01-01
76371,Enacted_Date,02/11/2010,2010-11-02
76371,Effective_Date,10/11/2010,2010-11-10
76372,Enacted_Date,26/02/2008,2008-02-26
76372,Effective_Date,01/06/2009,2009-06-01
76373,Enacted_Date,26/02/2008,2008-02-26
76373,Effective_Date,01/06/2009,2009-06-01
76374,Enacted_Date,26/02/2008,2008-02-26
76374,Effective_Date,01/06/2009,2009-06-01
76375,Enacted_Date,26/02/2008,2008-02-26
76375,Effective_Date,01/06/2009,2009-06-01
76376,Enacted_Date,26/02/2008,2008-02-26
76376,Effective_Date,01/06/2009,2009-06-01
76377,Enacted_Date,26/02/2008,2008-02-26
76377,Effective_Date,01/06/2009,2009-06-01
76378,Enacted_Date,09/03/2009,2009-03-09
76378,Effective_Date,01/12/2009,2009-12-01
76379,Enacted_Date,30/06/2006,2006-06-30
76379,Effective_Date,01/01/2007,2007-01-01
76380,Enacted_Date,26/02/2008,2008-02-26
76380,Effective_Date,01/06/2009,2009-06-01
76381,Enacted_Date,05/11/2012,2012-11-05
76381,Effective_Date,05/12/2012,2012-12-05
76382,Enacted_Date,19/03/2012,2012-03-19
76382,Effective_Date,01/07/2012,2012-07-01
76383,Enacted_Date,26/02/2008,2008-02-26
76383,Effective_Date,01/06/2009,2009-06-01
76384,Enacted_Date,26/02/2008,2008-02-26
76384,Effective_Date,01/06/2009,2009-06-01
76385,Enacted_Date,26/02/2008,2008-02-26
76385,Effective_Date,01/06/2009,2009-06-01
76386,Enacted_Date,26/02/2008,2008-02-26
76386,Effective_Date,01/06/2009,2009-06-01
76387,Enacted_Date,26/02/2008,2008-02-26
76387,Effective_Date,01/06/2009,2009-06-01
76388,Enacted_Date,26/02/2008,2008-02-26
76388,Effective_Date,01/06/2009,2009-06-01
76389,Enacted_Date,26/02/2008,2008-02-26
76389,Effective_Date,01/06/2009,2009-06-01
76390,Enacted_Date,26/02/2008,2008-02-26
76390,Effective_Date,01/06/2009,2009-06-01
76391,Enacted_Date,26/02/2008,2008-02-26
76391,Effective_Date,01/06/2009,2009-06-01
76392,Enacted_Date,26/02/2008,2008-02-26
76392,Effective_Date,01/06/2009,2009-06-01
76393,Enacted_Date,26/02/2008,2008-02-26
76393,Effective_Date,01/06/2009,2009-06-01
76394,Enacted_Date,26/02/2008,2008-02-26
76394,Effective_Date,01/06/2009,2009-06-01
76395,Enacted_Date,26/02/2008,2008-02-26
76395,Effective_Date,01/06/2009,2009-06-01
76396,Enacted_Date,26/02/2008,2008-02-26
76396,Effective_Date,01/06/2009,2009-06-01
76397,Enacted_Date,07/11/2006,2006-11-07
76397,Effective_Date,01/05/2007,2007-05-01
76398,Enacted_Date,22/03/1994,1994-03-22
76398,Effective_Date,01/01/1995,1995-01-01
76399,Enacted_Date,26/02/2008,2008-02-26
76399,Effective_Date,01/06/2009,2009-06-01
76400,Enacted_Date,26/02/2008,2008-02-26
76400,Effective_Date,01/06/2009,2009-06-01
76401,Enacted_Date,26/02/2008,2008-02-26
76401,Effective_Date,01/06/2009,2009-06-01
76402,Enacted_Date,26/02/2008,2008-02-26
76402,Effective_Date,01/06/2009,2009-06-01
76403,Enacted_Date,04/06/1987,1987-06-04
76403,Effective_Date,01/01/1990,1990-01-01
76404,Enacted_Date,26/02/2008,2008-02-26
76404,Effective_Date,01/06/2009,2009-06-01
76405,Enacted_Date,26/02/2008,2008-02-26
76405,Effective_Date,01/06/2009,2009-06-01
76406,Enacted_Date,26/02/2008,2008-02-26
76406,Effective_Date,01/06/2009,2009-06-01
76407,Enacted_Date,23/07/2007,2007-07-23
76407,Effective_Date,01/01/2008,2008-01-01
76408,Enacted_Date,26/02/2008,2008-02-26
76408,Effective_Date,01/06/2009,2009-06-01
76409,Enacted_Date,26/02/2008,2008-02-26
76409,Effective_Date,01/06/2009,2009-06-01
76410,Enacted_Date,26/02/2008,2008-02-26
76410,Effective_Date,01/06/2009,2009-06-01
76411,Enacted_Date,26/02/2008,2008-02-26
76411,Effective_Date,01/06/2009,2009-06-01
76412,Enacted_Date,26/02/2008,2008-02-26
76412,Effective_Date,01/06/2009,2009-06-01
76413,Enacted_Date,29/09/2009,2009-09-29
76413,Effective_Date,29/09/2009,2009-09-29
76414,Enacted_Date,26/02/2008,2008-02-26
76414,Effective_Date,01/06/2009,2009-06-01
76415,Enacted_Date,09/12/2005,2005-12-09
76415,Effective_Date,08/05/2006,2006-05-08
76416,Enacted_Date,02/06/1975,1975-06-02
76416,Effective_Date,02/06/1975,1975-06-02
76417,Enacted_Date,26/02/2008,2008-02-26
76417,Effective_Date,01/06/2009,2009-06-01
76418,Enacted_Date,02/03/2006,2006-03-02
76418,Effective_Date,02/03/2007,2007-03-02
76419,Enacted_Date,26/02/2008,2008-02-26
76419,Effective_Date,01/06/2009,2009-06-01
76420,Enacted_Date,26/02/2008,2008-02-26
76420,Effective_Date,01/06/2009,2009-06-01
76421,Enacted_Date,26/02/2008,2008-02-26
76421,Effective_Date,01/06/2009,2009-06-01
76422,Enacted_Date,26/02/2008,2008-02-26
76422,Effective_Date,01/06/2009,2009-06-01
76423,Enacted_Date,26/02/2008,2008-02-26
76423,Effective_Date,01/06/2009,2009-06-01
76424,Enacted_Date,26/02/2008,2008-02-26
76424,Effective_Date,01/06/2009,2009-06-01
76425,Enacted_Date,26/02/2008,2008-02-26
76425,Effective_Date,01/06/2009,2009-06-01
76426,Enacted_Date,18/04/2005,2005-04-18
76426,Effective_Date,01/10/2005,2005-10-01
76427,Enacted_Date,22/05/2014,2014-05-22
76427,Effective_Date,01/07/2014,2014-07-01
76428,Enacted_Date,26/02/2008,2008-02-26
76428,Effective_Date,01/06/2009,2009-06-01
76429,Enacted_Date,26/02/2008,2008-02-26
76429,Effective_Date,01/06/2009,2009-06-01
76430,Enacted_Date,21/10/2010,2010-10-21
76430,Effective_Date,19/01/2011,2011-01-19
76431,Enacted_Date,26/02/2008,2008-02-26
76431,Effective_Date,01/06/2009,2009-06-01
76432,Enacted_Date,13/03/2007,2007-03-13
76432,Effective_Date,15/06/2007,2007-06-15
76433,Enacted_Date,15/01/2006,2006-01-15
76433,Effective_Date,15/04/2006,2006-04-15
76434,Enacted_Date,26/02/2008,2008-02-26
76434,Effective_Date,01/06/2009,2009-06-01
76435,Enacted_Date,26/02/2008,2008-02-26
76435,Effective_Date,01/06/2009,2009-06-01
76436,Enacted_Date,26/02/2008,2008-02-26
76436,Effective_Date,01/06/2009,2009-06-01
76437,Enacted_Date,26/02/2008,2008-02-26
76437,Effective_Date,01/06/2009,2009-06-01
76438,Enacted_Date,26/02/2008,2008-02-26
76438,Effective_Date,01/06/2009,2009-06-01
76439,Enacted_Date,23/07/2007,2007-07-23
76439,Effective_Date,01/01/2008,2008-01-01
76440,Enacted_Date,26/02/2008,2008-02-26
76440,Effective_Date,01/06/2009,2009-06-01
76441,Enacted_Date,21/10/2010,2010-10-21
76441,Effective_Date,19/01/2011,2011-01-19
76442,Enacted_Date,26/02/2008,2008-02-26
76442,Effective_Date,01/06/2009,2009-06-01
76443,Enacted_Date,07/11/2006,2006-11-07
76443,Effective_Date,01/05/2007,2007-05-01
76444,Enacted_Date,26/02/2008,2008-02-26
76444,Effective_Date,01/06/2009,2009-06-01
76445,Enacted_Date,09/06/2009,2009-06-09
76445,Effective_Date,05/07/2010,2010-07-05
76446,Enacted_Date,26/02/2008,2008-02-26
76446,Effective_Date,01/06/2009,2009-06-01
76447,Enacted_Date,26/02/2008,2008-02-26
76447,Effective_Date,01/06/2009,2009-06-01
76448,Enacted_Date,15/04/2008,2008-04-15
76448,Effective_Date,01/07/2008,2008-07-01
76449,Enacted_Date,04/05/2016,2016-05-04
76449,Effective_Date,01/01/2017,2017-01-01
76450,Enacted_Date,28/08/2007,2007-08-28
76450,Effective_Date,01/10/2007,2007-10-01
76451,Enacted_Date,26/02/2008,2008-02-26
76451,Effective_Date,01/06/2009,2009-06-01
76452,Enacted_Date,26/02/2008,2008-02-26
76452,Effective_Date,01/06/2009,2009-06-01
76453,Enacted_Date,15/04/2008,2008-04-15
76453,Effective_Date,01/07/2008,2008-07-01
76454,Enacted_Date,26/02/2008,2008-02-26
76454,Effective_Date,01/06/2009,2009-06-01
76455,Enacted_Date,02/04/2004,2004-04-02
76455,Effective_Date,01/07/2004,2004-07-01
76456,Enacted_Date,19/03/2012,2012-03-19
76456,Effective_Date,01/07/2012,2012-07-01
76457,Enacted_Date,23/07/2007,2007-07-23
76457,Effective_Date,01/01/2008,2008-01-01
76458,Enacted_Date,26/02/2008,2008-02-26
76458,Effective_Date,01/06/2009,2009-06-01
76459,Enacted_Date,26/02/2008,2008-02-26
76459,Effective_Date,01/06/2009,2009-06-01
76460,Enacted_Date,26/02/2008,2008-02-26
76460,Effective_Date,01/06/2009,2009-06-01
76461,Enacted_Date,26/02/2008,2008-02-26
76461,Effective_Date,01/06/2009,2009-06-01
76462,Enacted_Date,26/02/2008,2008-02-26
76462,Effective_Date,01/06/2009,2009-06-01
76463,Enacted_Date,26/02/2008,2008-02-26
76463,Effective_Date,01/06/2009,2009-06-01
76464,Enacted_Date,19/05/2009,2009-05-19
76464,Effective_Date,02/01/2010,2010-01-02
76465,Enacted_Date,26/02/2008,2008-02-26
76465,Effective_Date,01/06/2009,2009-06-01
76466,Enacted_Date,08/11/2005,2005-11-08
76466,Effective_Date,08/12/2005,2005-12-08
76467,Enacted_Date,09/05/2005,2005-05-09
76467,Effective_Date,01/07/2005,2005-07-01
76468,Enacted_Date,26/02/2008,2008-02-26
76468,Effective_Date,01/06/2009,2009-06-01
76469,Enacted_Date,02/04/2004,2004-04-02
76469,Effective_Date,01/07/2004,2004-07-01
76470,Enacted_Date,09/12/2005,2005-12-09
76470,Effective_Date,08/05/2006,2006-05-08
76471,Enacted_Date,13/03/2007,2007-03-13
76471,Effective_Date,15/06/2007,2007-06-15
76472,Enacted_Date,30/06/2006,2006-06-30
76472,Effective_Date,01/01/2007,2007-01-01
76473,Enacted_Date,31/01/2006,2006-01-31
76473,Effective_Date,04/04/2006,2006-04-04
76474,Enacted_Date,26/02/2008,2008-02-26
76474,Effective_Date,01/06/2009,2009-06-01
76475,Enacted_Date,13/03/2007,2007-03-13
76475,Effective_Date,13/03/2007,2007-03-13
76476,Enacted_Date,26/02/2008,2008-02-26
76476,Effective_Date,01/06/2009,2009-06-01
76477,Enacted_Date,08/06/2009,2009-06-08
76477,Effective_Date,01/07/2009,2009-07-01
76478,Enacted_Date,26/02/2008,2008-02-26
76478,Effective_Date,01/06/2009,2009-06-01
76479,Enacted_Date,26/02/2008,2008-02-26
76479,Effective_Date,01/06/2009,2009-06-01
76480,Enacted_Date,26/02/2008,2008-02-26
76480,Effective_Date,01/06/2009,2009-06-01
76481,Enacted_Date,26/02/2008,2008-02-26
76481,Effective_Date,01/06/2009,2009-06-01
76482,Enacted_Date,31/01/2006,2006-01-31
76482,Effective_Date,01/01/2007,2007-01-01
76483,Enacted_Date,23/07/2007,2007-07-23
76483,Effective_Date,01/01/2008,2008-01-01
76484,Enacted_Date,26/02/2008,2008-02-26
76484,Effective_Date,01/06/2009,2009-06-01
76485,Enacted_Date,30/06/2006,2006-06-30
76485,Effective_Date,01/01/2007,2007-01-01
76486,Enacted_Date,26/03/2003,2003-03-26
76486,Effective_Date,01/02/2017,2017-02-01
76487,Enacted_Date,21/10/2010,2010-10-21
76487,Effective_Date,19/01/2011,2011-01-19
76488,Enacted_Date,26/06/2007,2007-06-26
76488,Effective_Date,01/01/2009,2009-01-01
76489,Enacted_Date,26/02/2008,2008-02-26
76489,Effective_Date,01/06/2009,2009-06-01
76490,Enacted_Date,09/12/2005,2005-12-09
76490,Effective_Date,08/05/2006,2006-05-08
76491,Enacted_Date,26/02/2008,2008-02-26
76491,Effective_Date,01/06/2009,2009-06-01
76492,Enacted_Date,26/02/2008,2008-02-26
76492,Effective_Date,01/06/2009,2009-06-01
76493,Enacted_Date,02/04/2004,2004-04-02
76493,Effective_Date,01/07/2004,2004-07-01
76494,Enacted_Date,10/07/2006,2006-07-10
76494,Effective_Date,16/11/2006,2006-11-16
76495,Enacted_Date,18/04/2005,2005-04-18
76495,Effective_Date,01/10/2009,2009-10-01
76496,Enacted_Date,26/02/2008,2008-02-26
76496,Effective_Date,01/06/2009,2009-06-01
76497,Enacted_Date,15/01/2006,2006-01-15
76497,Effective_Date,15/04/2006,2006-04-15
76498,Enacted_Date,26/02/2008,2008-02-26
76498,Effective_Date,01/06/2009,2009-06-01
76499,Enacted_Date,26/02/2008,2008-02-26
76499,Effective_Date,01/06/2009,2009-06-01
76500,Enacted_Date,22/06/2021,2021-06-22
76500,Effective_Date,01/10/2021,2021-10-01
76501,Enacted_Date,26/02/2008,2008-02-26
76501,Effective_Date,01/06/2009,2009-06-01
76502,Enacted_Date,26/02/2008,2008-02-26
76502,Effective_Date,01/06/2009,2009-06-01
76503,Enacted_Date,26/02/2008,2008-02-26
76503,Effective_Date,01/06/2009,2009-06-01
76504,Enacted_Date,26/02/2008,2008-02-26
76504,Effective_Date,01/06/2009,2009-06-01
76505,Enacted_Date,26/02/2008,2008-02-26
76505,Effective_Date,01/06/2009,2009-06-01
76506,Enacted_Date,26/02/2008,2008-02-26
76506,Effective_Date,01/06/2009,2009-06-01
76507,Enacted_Date,26/02/2008,2008-02-26
76507,Effective_Date,01/06/2009,2009-06-01
76508,Enacted_Date,15/01/2006,2006-01-15
76508,Effective_Date,15/04/2006,2006-04-15
76509,Enacted_Date,26/02/2008,2008-02-26
76509,Effective_Date,01/06/2009,2009-06-01
76510,Enacted_Date,26/02/2008,2008-02-26
76510,Effective_Date,01/06/2009,2009-06-01
76511,Enacted_Date,26/02/2008,2008-02-26
76511,Effective_Date,01/06/2009,2009-06-01
76512,Enacted_Date,26/02/2008,2008-02-26
76512,Effective_Date,01/06/2009,2009-06-01
76513,Enacted_Date,13/06/2008,2008-06-13
76513,Effective_Date,11/09/2008,2008-09-11
76514,Enacted_Date,23/06/2003,2003-06-23
76514,Effective_Date,01/07/2003,2003-07-01
76515,Enacted_Date,26/02/2008,2008-02-26
76515,Effective_Date,01/06/2009,2009-06-01
76516,Enacted_Date,26/02/2008,2008-02-26
76516,Effective_Date,01/06/2009,2009-06-01
76517,Enacted_Date,26/02/2008,2008-02-26
76517,Effective_Date,01/06/2009,2009-06-01
76518,Enacted_Date,23/06/2003,2003-06-23
76518,Effective_Date,01/07/2003,2003-07-01
76519,Enacted_Date,29/09/2009,2009-09-29
76519,Effective_Date,29/09/2009,2009-09-29
76520,Enacted_Date,26/02/2008,2008-02-26
76520,Effective_Date,01/06/2009,2009-06-01
76521,Enacted_Date,26/02/2008,2008-02-26
76521,Effective_Date,01/06/2009,2009-06-01
76522,Enacted_Date,26/02/2008,2008-02-26
76522,Effective_Date,01/06/2009,2009-06-01
76523,Enacted_Date,26/02/2008,2008-02-26
76523,Effective_Date,01/06/2009,2009-06-01
76524,Enacted_Date,26/02/2008,2008-02-26
76524,Effective_Date,01/06/2009,2009-06-01
76525,Enacted_Date,26/02/2008,2008-02-26
76525,Effective_Date,01/06/2009,2009-06-01
76526,Enacted_Date,21/10/2010,2010-10-21
76526,Effective_Date,19/01/2011,2011-01-19
76527,Enacted_Date,26/02/2008,2008-02-26
76527,Effective_Date,01/06/2009,2009-06-01
76528,Enacted_Date,26/02/2008,2008-02-26
76528,Effective_Date,01/06/2009,2009-06-01
76529,Enacted_Date,26/02/2008,2008-02-26
76529,Effective_Date,01/06/2009,2009-06-01
76530,Enacted_Date,26/02/2008,2008-02-26
76530,Effective_Date,01/06/2009,2009-06-01
76531,Enacted_Date,26/02/2008,2008-02-26
76531,Effective_Date,01/06/2009,2009-06-01
76532,Enacted_Date,23/06/2003,2003-06-23
76532,Effective_Date,01/07/2003,2003-07-01
76533,Enacted_Date,26/02/2008,2008-02-26
76533,Effective_Date,01/06/2009,2009-06-01
76534,Enacted_Date,26/02/2008,2008-02-26
76534,Effective_Date,01/06/2009,2009-06-01
76535,Enacted_Date,07/11/2006,2006-11-07
76535,Effective_Date,17/11/2006,2006-11-17
76536,Enacted_Date,08/06/2009,2009-06-08
76536,Effective_Date,11/09/2009,2009-09-11
76537,Enacted_Date,03/08/1993,1993-08-03
76537,Effective_Date,30/01/1994,1994-01-30
76538,Enacted_Date,13/06/2008,2008-06-13
76538,Effective_Date,11/09/2008,2008-09-11
76539,Enacted_Date,08/11/2005,2005-11-08
76539,Effective_Date,06/07/2006,2006-07-06
76540,Enacted_Date,19/06/2003,2003-06-19
76540,Effective_Date,01/09/2003,2003-09-01
76541,Enacted_Date,26/02/2008,2008-02-26
76541,Effective_Date,01/06/2009,2009-06-01
76542,Enacted_Date,26/02/2008,2008-02-26
76542,Effective_Date,01/06/2009,2009-06-01
76543,Enacted_Date,26/02/2008,2008-02-26
76543,Effective_Date,01/06/2009,2009-06-01
76544,Enacted_Date,26/02/2008,2008-02-26
76544,Effective_Date,01/06/2009,2009-06-01
76545,Enacted_Date,26/02/2008,2008-02-26
76545,Effective_Date,01/06/2009,2009-06-01
76546,Enacted_Date,22/06/2021,2021-06-22
76546,Effective_Date,01/10/2021,2021-10-01
76547,Enacted_Date,12/03/2010,2010-03-12
76547,Effective_Date,01/07/2010,2010-07-01
76548,Enacted_Date,26/02/2008,2008-02-26
76548,Effective_Date,01/06/2009,2009-06-01
76549,Enacted_Date,26/02/2008,2008-02-26
76549,Effective_Date,01/06/2009,2009-06-01
76550,Enacted_Date,26/02/2008,2008-02-26
76550,Effective_Date,01/06/2009,2009-06-01
76551,Enacted_Date,26/02/2008,2008-02-26
76551,Effective_Date,01/06/2009,2009-06-01
76552,Enacted_Date,26/02/2008,2008-02-26
76552,Effective_Date,01/06/2009,2009-06-01
76553,Enacted_Date,15/11/2006,2006-11-15
76553,Effective_Date,01/05/2007,2007-05-01
76554,Enacted_Date,26/02/2008,2008-02-26
76554,Effective_Date,01/06/2009,2009-06-01
76555,Enacted_Date,26/02/2008,2008-02-26
76555,Effective_Date,01/06/2009,2009-06-01
76556,Enacted_Date,22/03/1994,1994-03-22
76556,Effective_Date,01/01/1995,1995-01-01
76557,Enacted_Date,11/06/1992,1992-06-11
76557,Effective_Date,31/12/1992,1992-12-31
76558,Enacted_Date,26/02/2008,2008-02-26
76558,Effective_Date,01/06/2009,2009-06-01
76559,Enacted_Date,30/06/2006,2006-06-30
76559,Effective_Date,01/01/2007,2007-01-01
76560,Enacted_Date,26/02/2008,2008-02-26
76560,Effective_Date,01/06/2009,2009-06-01
76561,Enacted_Date,26/02/2008,2008-02-26
76561,Effective_Date,01/06/2009,2009-06-01
76562,Enacted_Date,29/06/2004,2004-06-29
76562,Effective_Date,01/03/2005,2005-03-01
76563,Enacted_Date,26/02/2008,2008-02-26
76563,Effective_Date,01/06/2009,2009-06-01
76564,Enacted_Date,26/06/2007,2007-06-26
76564,Effective_Date,01/01/2009,2009-01-01
76565,Enacted_Date,26/02/2008,2008-02-26
76565,Effective_Date,01/06/2009,2009-06-01
76566,Enacted_Date,21/07/1994,1994-07-21
76566,Effective_Date,01/01/1995,1995-01-01
76567,Enacted_Date,29/06/2004,2004-06-29
76567,Effective_Date,01/03/2005,2005-03-01
76568,Enacted_Date,18/12/2009,2009-12-18
76568,Effective_Date,01/05/2010,2010-05-01
76569,Enacted_Date,18/05/2009,2009-05-18
76569,Effective_Date,05/07/2010,2010-07-05
76570,Enacted_Date,17/05/2007,2007-05-17
76570,Effective_Date,01/02/2008,2008-02-01
76571,Enacted_Date,26/02/2008,2008-02-26
76571,Effective_Date,01/06/2009,2009-06-01
76572,Enacted_Date,26/02/2008,2008-02-26
76572,Effective_Date,01/06/2009,2009-06-01
76573,Enacted_Date,26/02/2008,2008-02-26
76573,Effective_Date,01/06/2009,2009-06-01
76574,Enacted_Date,11/06/2007,2007-06-11
76574,Effective_Date,01/10/2007,2007-10-01
